"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","ASV","OTU_ID","Taxon","Taxon Level","Trophic Mode","Guild","Growth Morphology","Trait","Confidence Ranking","Notes","Citation/Source"
"1",318.001550362892,8.98210517311023,1.31621356890252,6.82420040738501,8.841638175403e-12,1.45002866076609e-09,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neodidymelliopsis","ranunculi","Neodidymelliopsis (ITS_SV16)","ITS_SV16","Didymellaceae","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"2",512.91469635894,9.18863313138498,1.79027112976207,5.13253717754258,2.85862238977063e-07,4.68814071922383e-05,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neodidymelliopsis","ranunculi","Neodidymelliopsis (ITS_SV20)","ITS_SV20","Didymellaceae","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"3",296.636859137413,5.88723328804727,1.52086823267302,3.87096867537308,0.000108403722933968,0.0177782105611708,"k__Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Unclassified","Cladosporium (ITS_SV25)","ITS_SV25","-","-","Unclassified","-","-","-","-","Unassigned","-"
"4",82.751477603637,5.75989543349365,1.59446567665967,3.61242986776634,0.000303341162127749,0.0497479505889509,"k__Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","sphaerospermum","Cladosporium (ITS_SV39)","ITS_SV39","-","-","Unclassified","-","-","-","-","Unassigned","-"
"5",37.4734419636385,27.1347755062506,3.5401543911958,7.664856531041,1.79031212693367e-14,2.93611188817122e-12,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","subcucurbitae","Alternaria (ITS_SV50)","ITS_SV50","Alternaria","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph","Microfungus","Soft Rot","Possible","NULL","b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"6",36.9253597669782,24.5657447486821,3.51313652797078,6.99253916068883,2.69955124894823e-12,4.4272640482751e-10,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","angolensis","Pseudopithomyces (ITS_SV62)","ITS_SV62","Didymosphaeriaceae","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))'"
"7",2.7621759300532,-16.5405958985834,3.55152335314986,-4.65732426732137,3.20345664864483e-06,0.000525366890377753,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unclassified","Fusarium (ITS_SV105)","ITS_SV105","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph","Microfungus","NULL","Possible","Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
"8",10.9641804919841,20.9507078437102,3.51560231991685,5.95935089842749,2.53241799071615e-09,4.15316550477449e-07,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","Alternaria (ITS_SV121)","ITS_SV121","Alternaria","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph","Microfungus","Soft Rot","Possible","NULL","b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"9",6.71749849863696,-17.1859015110745,3.5514932518763,-4.83906354094717,1.30452338201539e-06,0.000213941834650523,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Paramyrothecium","roridum","Paramyrothecium (ITS_SV143)","ITS_SV143","-","-","Unclassified","-","-","-","-","Unassigned","-"
"10",9.01635213739519,-23.9282753726767,3.51703157923715,-6.80354294056888,1.02077045227933e-11,1.67406354173811e-09,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","rosae","Lophiostoma (ITS_SV149)","ITS_SV149","Lophiostoma","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
